Scouter,Event,Match Level,Match Num,Robot,Team,Taxi,Auto Amp,Auto Spkr,Teleop Amp,Teleop Spkr,Harmony,Queue Time,Trap,Spot,Driver,Defense,Button,Comments
Liv,2024nhgrs,qm,33,b1,2648,No,0,0,2,0,Soloist,'0-5,No,No,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,33,b2,1058,Yes,0,4,2,0,Soloist,'0-5,No,No,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,33,b3,8708,No,0,0,0,0,Parked,Not Attempted,No,No,Medium,Didn’t Defend,No,
Nate,2024nhgrs,qm,33,r1,4905,No,0,1,5,0,Soloist,'5-15,No,No,High,Didn’t Defend,No,
Nate,2024nhgrs,qm,33,r2,1307,No,0,0,0,1,Parked,'5-15,No,No,Medium,Low,No,
Nate,2024nhgrs,qm,33,r3,9055,No,0,0,0,0,None,Not Attempted,No,No,Not Observed,Didn’t Defend,No,Broken?
Nate,2024nhgrs,qm,34,r1,8023,Yes,0,0,0,0,Parked,'5-15,No,No,Medium,Medium,No,
Nate,2024nhgrs,qm,34,r2,5265,No,0,0,0,0,None,Not Attempted,No,No,Low,Didn’t Defend,No,Broken?
Nate,2024nhgrs,qm,34,r3,9443,Yes,0,0,0,0,Soloist,'5-15,No,No,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,34,b1,7913,No,0,0,2,0,Soloist,'0-5,No,No,Medium,Didn’t Defend,No,
Liv,2024nhgrs,qm,34,b2,157,No,0,0,0,0,Parked,Not Attempted,No,No,Low,Didn’t Defend,No,
Liv,2024nhgrs,qm,34,b3,6329,Yes,0,3,0,0,Soloist,'0-5,No,No,High,Didn’t Defend,No,
Benjamin,2024nhgrs,qm,35,r1,3566,No,0,0,0,0,Parked,Not Observed,No,No,Not Observed,Not Observed,No,
Benjamin,2024nhgrs,qm,35,r2,5687,Yes,0,0,0,0,None,Not Observed,No,No,Not Observed,Not Observed,No,
Benjamin,2024nhgrs,qm,35,r3,3467,Yes,0,0,4,1,None,Not Observed,No,No,Not Observed,Not Observed,No,
Jamie,2024nhgrs,qm,35,b1,9056,No,0,0,0,0,Parked,'>30,No,No,Low,Not Observed,No,
Jamie,2024nhgrs,qm,35,b2,58,Yes,0,4,0,0,Soloist,'0-5,No,No,High,Didn’t Defend,No,
Jamie,2024nhgrs,qm,35,b3,4906,No,0,0,0,0,Soloist,'0-5,No,Yes,Medium,Low,No,
Jamie,2024nhgrs,qm,36,b1,157,No,0,0,3,0,Parked,Not Observed,No,No,Not Observed,Not Observed,No,
Jamie,2024nhgrs,qm,36,b2,1922,Yes,0,0,0,0,Soloist,'0-5,No,No,High,Didn’t Defend,No,
Jamie,2024nhgrs,qm,36,b3,1307,No,0,0,0,0,Parked,Not Observed,No,No,Not Observed,Not Observed,No,
Benjamin,2024nhgrs,qm,36,r1,126,No,0,0,0,1,Soloist,Not Observed,No,No,Medium,Not Observed,No,
Benjamin,2024nhgrs,qm,36,r2,131,Yes,0,3,5,3,Soloist,Not Observed,Yes,No,High,Not Observed,No,
Benjamin,2024nhgrs,qm,36,r3,138,Yes,0,0,2,0,Soloist,Not Observed,No,No,Not Observed,Not Observed,No,
Jamie,2024nhgrs,qm,37,b1,6329,Yes,0,1,4,0,Soloist,'0-5,No,No,High,Didn’t Defend,No,
Jamie,2024nhgrs,qm,37,b2,9056,No,0,0,0,0,Harmony,'5-15,No,No,Not Observed,Not Observed,No,
Jamie,2024nhgrs,qm,37,b3,9443,Yes,0,1,0,0,Harmony,'5-15,No,No,Not Observed,Didn’t Defend,No,
Benjamin,2024nhgrs,qm,37,r1,9055,No,0,1,0,0,Parked,Not Observed,No,No,Not Observed,Medium,No,
Benjamin,2024nhgrs,qm,37,r2,4473,No,0,1,3,0,Parked,Not Observed,No,No,High,Not Observed,No,
Benjamin,2024nhgrs,qm,37,r3,1247,No,0,0,0,0,Parked,Not Observed,No,No,Not Observed,Not Observed,No,
Benjamin,2024nhgrs,qm,38,r1,1512,Yes,0,0,0,0,Soloist,Not Observed,No,No,Not Observed,Medium,No,
Benjamin,2024nhgrs,qm,38,r2,3467,Yes,0,3,0,0,Parked,'0-5,No,No,High,Didn’t Defend,No,
Benjamin,2024nhgrs,qm,38,r3,7913,No,0,0,5,0,Soloist,Not Observed,No,No,Not Observed,Didn’t Defend,No,
Jamie,2024nhgrs,qm,38,b1,5687,Yes,0,0,0,0,None,Not Observed,No,No,Medium,Not Observed,No,
Jamie,2024nhgrs,qm,38,b2,4905,Yes,0,0,1,0,Soloist,'0-5,No,No,Medium,Not Observed,No,
Jamie,2024nhgrs,qm,38,b3,4906,Yes,0,0,3,0,Parked,'>30,No,No,Low,Not Observed,No,
Benjamin,2024nhgrs,qm,39,r1,811,Yes,0,1,0,1,Soloist,Not Observed,No,No,Not Observed,Not Observed,No,
Benjamin,2024nhgrs,qm,39,r2,5491,No,0,0,0,0,Parked,Not Attempted,No,No,Not Observed,Low,No,
Benjamin,2024nhgrs,qm,39,r3,2648,Yes,0,1,4,2,Soloist,'5-15,No,No,Medium,Not Observed,No,
Jamie,2024nhgrs,qm,39,b1,8708,No,0,0,0,0,Parked,Not Observed,No,No,Medium,Not Observed,No,
Jamie,2024nhgrs,qm,39,b2,95,Yes,0,4,0,0,Not Observed,Not Observed,No,No,Not Observed,Not Observed,No,
Jamie,2024nhgrs,qm,39,b3,4909,No,0,1,1,0,Parked,Not Observed,No,No,Medium,Not Observed,No,
Benjamin,2024nhgrs,qm,40,r1,1058,Yes,0,4,4,1,Parked,Not Observed,No,No,High,Didn’t Defend,No,
Benjamin,2024nhgrs,qm,40,r2,4041,Yes,0,1,0,1,Parked,Not Observed,No,No,Medium,Didn’t Defend,No,
Benjamin,2024nhgrs,qm,40,r3,5265,No,0,0,0,0,None,Not Observed,No,No,Not Observed,Medium,No,
Jamie,2024nhgrs,qm,40,b1,8724,Yes,0,1,4,0,None,Not Attempted,No,No,Medium,Not Observed,No,
Jamie,2024nhgrs,qm,40,b2,8023,Yes,0,0,0,0,Parked,Not Attempted,No,No,Medium,Medium,No,
Jamie,2024nhgrs,qm,40,b3,3566,Yes,0,0,0,0,Soloist,'0-5,No,No,Medium,Not Observed,No,
Jamie,2024nhgrs,qm,41,b1,58,Yes,0,3,0,0,Soloist,'0-5,No,No,High,Not Observed,No,
Jamie,2024nhgrs,qm,41,b2,238,Yes,0,0,0,0,Parked,Not Attempted,No,No,High,High,No,
Jamie,2024nhgrs,qm,41,b3,157,No,0,0,2,0,None,Not Attempted,No,No,High,Not Observed,No,
Benjamin,2024nhgrs,qm,41,r1,6153,Yes,0,0,1,0,Soloist,Not Observed,No,No,Not Observed,Low,No,Stuck note
Benjamin,2024nhgrs,qm,41,r2,1277,Yes,0,1,0,1,Soloist,Not Observed,No,No,Not Observed,Didn’t Defend,No,
Benjamin,2024nhgrs,qm,41,r3,6328,Yes,0,2,2,1,Parked,Not Observed,No,No,Not Observed,Didn’t Defend,No,
Nate,2024nhgrs,qm,42,r1,4473,Yes,0,0,4,0,None,Not Attempted,No,No,High,Low,No,
Nate,2024nhgrs,qm,42,r2,5687,Yes,0,0,0,0,None,Not Attempted,No,No,High,Didn’t Defend,No,
Nate,2024nhgrs,qm,42,r3,6329,Yes,0,3,1,0,Parked,'>30,No,No,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,43,b1,3467,No,0,2,4,0,Soloist,'0-5,No,No,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,43,b2,4041,No,0,0,0,0,None,Not Attempted,No,No,Low,Didn’t Defend,No,
Liv,2024nhgrs,qm,43,b3,4909,No,0,1,0,0,Parked,Not Attempted,No,No,High,Medium,No,
Nate,2024nhgrs,qm,43,r1,1922,Yes,0,1,0,0,None,Not Attempted,No,No,High,Low,No,
Nate,2024nhgrs,qm,43,r2,7913,No,0,0,4,1,Parked,'>30,No,No,Medium,Low,No,
Nate,2024nhgrs,qm,43,r3,5265,No,0,0,0,0,None,Not Attempted,No,No,Medium,High,No,Play Hard Defense
Liv,2024nhgrs,qm,44,b1,9055,No,0,0,0,0,Harmony,'0-5,No,No,Medium,Medium,No,
Liv,2024nhgrs,qm,44,b2,9443,Yes,0,0,0,0,None,Not Attempted,No,No,Low,Low,No,
Liv,2024nhgrs,qm,44,b3,3566,No,0,0,0,0,Harmony,'0-5,No,No,Medium,Didn’t Defend,No,
Nate,2024nhgrs,qm,44,r1,1512,Yes,0,0,0,0,Parked,'>30,No,No,Medium,Low,No,
Nate,2024nhgrs,qm,44,r2,126,Yes,0,2,0,0,Soloist,'>30,No,No,Medium,Low,No,Shooter broke
Nate,2024nhgrs,qm,44,r3,1277,No,0,1,0,0,Soloist,'>30,No,No,Medium,Low,No,
Liv,2024nhgrs,qm,45,b1,6153,Yes,0,0,0,0,Parked,Not Observed,No,No,Medium,Didn’t Defend,No,
Liv,2024nhgrs,qm,45,b2,138,No,0,0,0,0,Soloist,'0-5,No,No,Medium,Didn’t Defend,No,
Liv,2024nhgrs,qm,45,b3,1058,Yes,0,3,4,0,Soloist,'0-5,No,No,High,Didn’t Defend,No,
Nate,2024nhgrs,qm,45,r1,5491,Yes,0,0,0,0,Soloist,'>30,No,No,Low,Low,No,
Nate,2024nhgrs,qm,45,r2,4906,No,0,1,1,0,Parked,'>30,No,No,Medium,Low,No,
Nate,2024nhgrs,qm,45,r3,95,Yes,0,2,0,0,None,Not Attempted,No,No,Medium,Didn’t Defend,No,
Nate,2024nhgrs,qm,46,r1,58,Yes,0,1,0,2,Soloist,'15-30,No,No,High,Didn’t Defend,No,
Nate,2024nhgrs,qm,46,r2,131,Yes,0,2,6,0,Soloist,'15-30,Yes,No,High,Didn’t Defend,No,
Nate,2024nhgrs,qm,46,r3,6328,Yes,0,1,0,2,Parked,'15-30,No,No,High,Medium,No,
Liv,2024nhgrs,qm,46,b1,811,Yes,0,3,0,0,Soloist,'0-5,No,Yes,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,46,b2,8708,No,0,0,1,0,Parked,Not Attempted,No,No,Medium,Didn’t Defend,No,
Liv,2024nhgrs,qm,46,b3,9056,No,0,0,0,0,Parked,Not Attempted,No,No,Medium,Low,No,
Nate,2024nhgrs,qm,47,r1,1307,No,0,0,0,0,Parked,'15-30,No,No,Medium,Low,No,Tried defense but just sat at enemy subwoofer
Nate,2024nhgrs,qm,47,r2,8724,Yes,0,1,1,0,Parked,'15-30,No,No,Medium,Didn’t Defend,No,
Nate,2024nhgrs,qm,47,r3,1058,Yes,0,4,3,0,Soloist,'5-15,No,No,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,47,b1,3467,Yes,0,1,3,0,Parked,Not Attempted,No,No,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,47,b2,8023,No,0,0,0,0,Parked,Not Attempted,No,No,Low,Low,No,
Liv,2024nhgrs,qm,47,b3,238,No,0,0,0,0,Parked,Not Attempted,No,No,Low,Low,No,
Nate,2024nhgrs,qm,48,r1,6328,No,0,4,0,0,Parked,'>30,No,No,Low,Low,No,
Nate,2024nhgrs,qm,48,r2,8708,No,0,1,0,0,Parked,'>30,No,No,Medium,Medium,No,
Nate,2024nhgrs,qm,48,r3,157,No,0,1,2,0,Parked,'>30,No,No,Medium,Didn’t Defend,No,
Liv,2024nhgrs,qm,48,b1,4473,No,0,0,2,0,None,Not Observed,No,No,Medium,Didn’t Defend,No,
Liv,2024nhgrs,qm,48,b2,6153,Yes,0,1,0,0,Soloist,'0-5,No,No,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,48,b3,4041,Yes,0,0,0,0,None,Not Observed,No,No,Medium,Didn’t Defend,No,
Nate,2024nhgrs,qm,49,r1,9056,Yes,0,0,0,0,Parked,'5-15,No,No,Low,Low,No,"Tried to defend, was not sucessful"
Nate,2024nhgrs,qm,49,r2,138,Yes,0,1,3,0,Soloist,'5-15,No,No,Medium,Didn’t Defend,No,
Nate,2024nhgrs,qm,49,r3,1512,Yes,0,0,0,0,Soloist,'15-30,No,No,Low,Low,No,Tried to defend was not successful 
Liv,2024nhgrs,qm,49,b1,8023,No,0,0,0,0,Parked,Not Attempted,No,No,Low,Didn’t Defend,No,
Liv,2024nhgrs,qm,49,b2,4909,Yes,0,2,0,0,Soloist,'0-5,No,No,Medium,Didn’t Defend,No,
Liv,2024nhgrs,qm,49,b3,126,No,0,0,0,0,Soloist,'0-5,No,No,Medium,Didn’t Defend,No,
Nate,2024nhgrs,qm,50,r1,238,Yes,0,0,1,0,Parked,'>30,No,No,Low,Didn’t Defend,No,
Nate,2024nhgrs,qm,50,r2,1247,Yes,0,0,0,0,Parked,'>30,No,No,Low,Didn’t Defend,No,
Nate,2024nhgrs,qm,50,r3,5491,No,0,0,0,0,Parked,'>30,No,No,Low,Didn’t Defend,No,
Liv,2024nhgrs,qm,50,b1,7913,No,0,0,0,0,None,Not Attempted,No,No,Low,Didn’t Defend,No,
Liv,2024nhgrs,qm,50,b2,4906,No,0,0,0,0,Soloist,'0-5,No,No,Low,Didn’t Defend,No,
Liv,2024nhgrs,qm,50,b3,131,No,0,2,2,0,Soloist,'0-5,Yes,No,High,Didn’t Defend,No,
Nate,2024nhgrs,qm,51,r1,9443,Yes,0,0,0,1,Parked,'15-30,No,No,Medium,Medium,No,
Nate,2024nhgrs,qm,51,r2,58,Yes,0,2,0,0,Parked,'15-30,No,No,High,Didn’t Defend,No,
Nate,2024nhgrs,qm,51,r3,4905,No,0,1,6,0,Parked,'15-30,No,No,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,51,b1,95,Yes,0,3,0,0,None,Not Attempted,No,No,Medium,Didn’t Defend,No,
Liv,2024nhgrs,qm,51,b2,3566,No,0,0,0,0,Soloist,'15-30,No,No,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,51,b3,1307,No,0,0,0,0,Parked,Not Attempted,No,No,Low,Didn’t Defend,No,
Nate,2024nhgrs,qm,52,r1,1277,No,0,1,0,3,Harmony,'15-30,No,No,High,Didn’t Defend,No,
Nate,2024nhgrs,qm,52,r2,811,Yes,0,1,0,1,Harmony,'15-30,No,No,Medium,Medium,No,
Nate,2024nhgrs,qm,52,r3,8724,Yes,0,1,5,0,Parked,'15-30,No,No,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,52,b1,9055,No,0,0,0,0,None,Not Attempted,No,No,Low,Low,No,
Liv,2024nhgrs,qm,52,b2,2648,Yes,0,1,5,0,Soloist,'0-5,No,No,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,52,b3,5687,Yes,0,3,0,0,Soloist,'5-15,No,No,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,53,b1,5265,No,0,0,0,0,None,Not Attempted,No,No,Medium,Medium,No,
Liv,2024nhgrs,qm,53,b2,3467,No,0,1,1,0,Soloist,'0-5,No,No,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,53,b3,1307,No,0,0,0,0,Soloist,'0-5,No,No,Medium,Medium,No,
Nate,2024nhgrs,qm,53,r1,1922,Yes,0,1,0,0,Parked,'5-15,No,No,High,Medium,No,
Nate,2024nhgrs,qm,53,r2,6329,Yes,0,2,2,0,Parked,'>30,No,No,High,Didn’t Defend,No,
Nate,2024nhgrs,qm,53,r3,126,No,0,0,0,0,Parked,'5-15,No,No,Medium,Didn’t Defend,No,
Nate,2024nhgrs,qm,54,r1,4909,Yes,0,1,0,1,Parked,'>30,No,No,High,Didn’t Defend,No,
Nate,2024nhgrs,qm,54,r2,1058,Yes,0,4,4,1,Soloist,'>30,No,No,High,Medium,No,
Nate,2024nhgrs,qm,54,r3,238,No,0,0,0,0,None,'>30,No,No,Low,Low,No,
Liv,2024nhgrs,qm,54,b1,157,No,0,1,2,0,Parked,Not Attempted,No,No,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,54,b2,9056,Yes,0,0,0,0,Parked,'15-30,No,No,Medium,Medium,No,
Liv,2024nhgrs,qm,54,b3,1247,No,0,0,0,0,Parked,'15-30,No,No,Medium,Medium,No,
Nate,2024nhgrs,qm,55,r1,4906,Yes,0,1,4,0,Harmony,'15-30,No,No,Medium,Didn’t Defend,No,
Nate,2024nhgrs,qm,55,r2,1277,Yes,0,2,0,2,Harmony,'15-30,No,No,High,Didn’t Defend,No,
Nate,2024nhgrs,qm,55,r3,8023,Yes,0,0,0,0,Parked,'15-30,No,No,Low,Low,No,
Liv,2024nhgrs,qm,55,b1,4041,Yes,0,1,0,0,None,Not Attempted,No,No,Medium,Didn’t Defend,No,Disabled
Liv,2024nhgrs,qm,55,b2,4905,No,0,0,3,0,Parked,Not Attempted,No,No,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,55,b3,811,No,0,0,0,0,Parked,'5-15,No,No,Medium,Didn’t Defend,No,
Nate,2024nhgrs,qm,56,r1,6328,Yes,0,2,3,0,Harmony,'5-15,No,No,High,Didn’t Defend,No,
Nate,2024nhgrs,qm,56,r2,5687,Yes,0,3,0,3,Harmony,'5-15,No,No,High,Medium,No,
Nate,2024nhgrs,qm,56,r3,1922,No,0,1,0,0,Soloist,'5-15,No,No,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,56,b1,131,Yes,0,1,2,0,Soloist,'5-15,Yes,Yes,High,Didn’t Defend,No,
Liv,2024nhgrs,qm,56,b2,8708,No,0,0,0,0,None,Not Attempted,No,No,Low,Didn’t Defend,No,
Liv,2024nhgrs,qm,56,b3,9443,Yes,0,1,0,0,Soloist,'0-5,No,No,High,Didn’t Defend,No,
River,2024nhgrs,qm,57,r1,4473,No,0,0,0,0,Parked,'0-5,No,No,Not Observed,Didn’t Defend,No,Broke?
River,2024nhgrs,qm,57,r2,5491,No,0,0,0,0,Not Observed,Not Observed,No,No,Low,Not Observed,No,
River,2024nhgrs,qm,57,r3,7913,No,0,0,5,1,Soloist,'0-5,No,No,Medium,Not Observed,No,
Benjamin,2024nhgrs,qm,57,b1,6153,Yes,0,1,1,0,Soloist,Not Observed,No,No,Medium,Didn’t Defend,No,
Benjamin,2024nhgrs,qm,57,b2,5265,No,0,0,0,0,Parked,Not Observed,No,No,Low,Medium,No,Defensive Penalties
Benjamin,2024nhgrs,qm,57,b3,9055,No,0,0,0,0,None,Not Observed,No,No,Not Observed,Medium,No,
River,2024nhgrs,qm,58,r1,138,No,0,0,1,0,Soloist,'0-5,No,No,Medium,Medium,No,
River,2024nhgrs,qm,58,r2,58,Yes,0,2,0,0,Soloist,'0-5,No,No,High,Not Observed,No,
River,2024nhgrs,qm,58,r3,3566,Yes,0,0,0,0,Not Observed,Not Observed,No,No,Not Observed,Didn’t Defend,No,Broke?
Benjamin,2024nhgrs,qm,58,b1,2648,Yes,0,1,8,0,Soloist,'5-15,No,No,Medium,Not Observed,No,Only amp
Benjamin,2024nhgrs,qm,58,b2,1512,No,0,0,0,0,Parked,Not Observed,No,No,Not Observed,Low,No,Two note pen
Benjamin,2024nhgrs,qm,58,b3,8724,Yes,0,1,0,1,Parked,Not Observed,No,No,Low,Not Observed,No,
River,2024nhgrs,qm,59,r1,95,No,0,0,0,1,None,Not Attempted,No,No,Medium,Didn’t Defend,No,
River,2024nhgrs,qm,59,r2,1058,Yes,0,4,4,2,Soloist,'0-5,No,No,High,Didn’t Defend,No,
River,2024nhgrs,qm,59,r3,131,No,0,0,5,0,None,Not Attempted,No,No,High,Didn’t Defend,No,
Benjamin,2024nhgrs,qm,59,b1,6329,Yes,0,1,0,0,None,'0-5,No,No,High,Didn’t Defend,No,
Benjamin,2024nhgrs,qm,59,b2,6328,Yes,0,3,1,0,Soloist,'0-5,No,No,High,Didn’t Defend,No,
Benjamin,2024nhgrs,qm,59,b3,4041,Yes,0,0,0,0,Soloist,'15-30,No,No,Not Observed,Didn’t Defend,No,
Nate,2024nhgrs,qm,60,r1,1247,No,0,0,0,0,Parked,'15-30,No,No,Medium,Medium,No,
Nate,2024nhgrs,qm,60,r2,8724,Yes,0,1,0,1,Parked,'15-30,No,No,High,Low,No,
Nate,2024nhgrs,qm,60,r3,5265,No,0,0,1,0,Parked,'15-30,No,No,Medium,Didn’t Defend,No,
Benjamin,2024nhgrs,qm,60,b1,126,No,0,1,0,0,Soloist,'5-15,No,No,High,Not Observed,No,
Benjamin,2024nhgrs,qm,60,b2,9443,Yes,0,2,0,0,Soloist,Not Observed,No,No,Not Observed,Not Observed,No,
Benjamin,2024nhgrs,qm,60,b3,811,Yes,0,1,0,0,Parked,Not Observed,No,No,Medium,Medium,No,
Benjamin,2024nhgrs,qm,61,b1,5687,Yes,0,3,0,0,Harmony,'0-5,No,No,High,Didn’t Defend,No,
Benjamin,2024nhgrs,qm,61,b2,1277,No,0,1,0,0,None,Not Observed,No,No,Not Observed,Not Observed,No,
Benjamin,2024nhgrs,qm,61,b3,138,Yes,0,2,0,0,Harmony,'5-15,No,No,Not Observed,Not Observed,No,
Nate,2024nhgrs,qm,61,r1,4473,No,0,1,3,1,Parked,'15-30,No,No,Medium,Medium,No,
Nate,2024nhgrs,qm,61,r2,1307,No,0,0,0,0,Parked,'0-5,No,No,Low,Medium,No,
Nate,2024nhgrs,qm,61,r3,4909,Yes,0,3,4,0,Soloist,'15-30,No,No,High,High,No,
Nate,2024nhgrs,qm,62,r1,4905,Yes,0,2,2,1,Soloist,'>30,No,No,High,Medium,No,
Nate,2024nhgrs,qm,62,r2,238,Yes,0,0,0,0,Parked,'0-5,No,No,Not Observed,Low,No,
Nate,2024nhgrs,qm,62,r3,9056,Yes,0,0,0,0,None,Not Attempted,No,No,Not Observed,Low,No,
Benjamin,2024nhgrs,qm,62,b1,5491,Yes,0,0,0,0,Parked,Not Observed,No,No,Not Observed,Not Observed,No,
Benjamin,2024nhgrs,qm,62,b2,9055,No,0,1,0,0,Parked,Not Observed,No,No,Not Observed,Not Observed,No,
Benjamin,2024nhgrs,qm,62,b3,1922,Yes,0,1,0,0,Soloist,'5-15,No,No,Not Observed,Not Observed,No,
Benjamin,2024nhgrs,qm,63,b1,3566,No,0,0,0,0,None,Not Observed,No,No,Not Observed,Didn’t Defend,No,
Benjamin,2024nhgrs,qm,63,b2,4906,No,0,0,0,0,Parked,Not Observed,No,No,Not Observed,Medium,No,
Benjamin,2024nhgrs,qm,63,b3,6329,Yes,0,2,0,0,Soloist,Not Observed,No,No,High,Didn’t Defend,No,
Nate,2024nhgrs,qm,63,r1,8708,Yes,0,1,1,0,None,Not Attempted,No,No,Medium,Low,No,
Nate,2024nhgrs,qm,63,r2,7913,Yes,0,1,0,0,None,Not Attempted,No,No,Medium,Didn’t Defend,No,
Nate,2024nhgrs,qm,63,r3,6153,Yes,0,1,0,0,None,Not Attempted,No,No,Medium,Didn’t Defend,No,
Nate,2024nhgrs,qm,64,r1,157,No,0,1,0,0,Parked,'15-30,No,No,Medium,Medium,No,Shooter broke
Nate,2024nhgrs,qm,64,r2,8023,Yes,0,0,0,0,Parked,'5-15,No,No,Medium,Medium,No,
Nate,2024nhgrs,qm,64,r3,1512,No,0,0,0,0,Parked,'5-15,No,No,Low,Didn’t Defend,No,Broken sat start
Benjamin,2024nhgrs,qm,64,b1,3467,Yes,0,1,0,1,Soloist,'5-15,No,No,High,Not Observed,No,
Benjamin,2024nhgrs,qm,64,b2,2648,No,0,0,8,0,Soloist,Not Observed,No,No,Medium,Not Observed,No,Only amp
Benjamin,2024nhgrs,qm,64,b3,95,Yes,0,4,0,0,Parked,Not Observed,No,No,Not Observed,Not Observed,No,
Nate,2024nhgrs,qm,65,r1,58,Yes,0,4,0,0,Soloist,'15-30,No,No,High,Low,No,
Nate,2024nhgrs,qm,65,r2,126,No,0,1,0,0,Parked,'15-30,No,No,Medium,Medium,No,
Nate,2024nhgrs,qm,65,r3,8708,No,0,0,0,0,Parked,'15-30,No,No,Medium,Low,No,
Benjamin,2024nhgrs,qm,65,b1,4909,Yes,0,2,0,0,Soloist,'5-15,No,No,Medium,Not Observed,No,
Benjamin,2024nhgrs,qm,65,b2,7913,No,0,0,4,0,Soloist,Not Observed,No,Yes,Not Observed,Not Observed,No,
Benjamin,2024nhgrs,qm,65,b3,5687,Yes,0,3,0,1,Soloist,Not Observed,No,No,Medium,Not Observed,No,
Benjamin,2024nhgrs,qm,66,b1,1307,Yes,0,0,0,0,Harmony,Not Observed,No,No,Not Observed,Medium,No,
Benjamin,2024nhgrs,qm,66,b2,6329,Yes,0,1,0,0,Harmony,Not Observed,No,No,High,Didn’t Defend,No,
Benjamin,2024nhgrs,qm,66,b3,1512,No,0,0,0,0,Soloist,Not Observed,No,No,Not Observed,Didn’t Defend,No,
Nate,2024nhgrs,qm,66,r1,9056,Yes,0,0,0,0,Parked,'5-15,No,No,Low,Medium,No,
Nate,2024nhgrs,qm,66,r2,95,No,0,4,0,2,Parked,'5-15,No,No,High,Didn’t Defend,No,
Nate,2024nhgrs,qm,66,r3,4473,No,0,1,4,0,Parked,'5-15,No,No,Medium,Didn’t Defend,No,
